Municipio,Nombre_de_la_iniciativa,Actividades,Direccion,Dias,Horario,Mes,Año
E,"Olla Popular y Merendero ""Cristina""",Olla y Merendero,Pasaje Florencio Sanchez Solar 4 Esq Felisberto Hernandez entre Cormenares y Torres Molino ,"Viernes,Sábado y Domingo",S/D,Octubre,2021
E,Dr. Enrique Soto,Olla,Agustin Pedroza 5160 block B apto. 306,L o J,21 hs,Octubre,2021
E,Unidas por aquiles,Merendero,"Pasaje Elvira Valdez ""pasaje172"" solar 37 entre mallorca y mataojo ","lunes, miércoles, viernes y sábados",17,Octubre,2021
E,Merendero Aquiles,Merendero,Pasaje Elvira Valdez solar 36 esq. Mallorca,Lunes miércoles y sábados,17:00,Octubre,2021
E,Olla La Quinta,Olla y Merendero,Servando Gómez 3470 y Cno Carrasco,Lunes a lunes,16:30 hs,Octubre,2021
E,Comedor San Vicente de la Parroquia Medalla milagrosa San Agustín,Olla,Domingo Ereño 2465 esq. Cabrera.,"Martes, viernes",17,Octubre,2021
E,Olla y Merendero Mary y Roberto,Olla y Merendero,calle 127 2087 ap 102 Blok 1 esq. igua,Lunes a Viernes,13 a 15 y 16 a 18,Octubre,2021
F,Sueños Cumplidos,Olla y Merendero,Carlos Neri 3519 esq. Acrópolis,Lunes a domingos,Lunes a domingo merendero 17-19 hs - Mi y Vie olla 20 hs,Octubre,2021
F,Club de bochas Bagé,Olla y Merendero,"Carreras Nacionales 3786 y Gral.Flores, barrio Ituzaingó",LaS,17hs,Octubre,2021
F,Parque guaraní,Merendero,Itapeby 3050,Lunes a Domingo,18Hs,Octubre,2021
F,Acción Social Primero de Mayo,Canastas,"Peatonal Manganga 7878 A, Km 16 camino Maldonado (Complejo Manganga Chico)","Lunes, Miércoles, Viernes y Sábado",S/D,Octubre,2021
F,Chacaritas,Olla y Merendero,rambla costanera casaN 41 Ruta 8 Km 12500,Lunes a viernes,S/D,Octubre,2021
F,Merendero y olla Las Petunias,Olla y Merendero,Las Petunias 5328,Lunes a Sábado,Almuerzo y merienda,Octubre,2021
F,"Núcleo sindical y colectivo docente Liceo N 43. Apoya la Panadería Real Pan (El Zorzal 9146, barrio Gori)",Olla,Cno.O'higgins y Cno Sanguinetti,Lunes a Viernes,7:30 a 17 hs,Octubre,2021
F,olla maroñas,Olla y Merendero,Pedro Piñeyrúa 4949 esquina Horacio Areco,LaV,Almuerzo merienda y cena 18hs,Octubre,2021
F,Olla Liceo N° 77,Olla,Campillos y aparicio saravia,Martes,A coordinar con las familias,Octubre,2021
F,Mirando al futuro 1,Olla y Merendero,Pasaje 1 alta tensión 7976 Pedro Cantú y Angel Saneli,"Martes, jueves y domingos",Hasta el mediodía,Octubre,2021
F,Nuestra Esperanza,Olla y Merendero,Los nogales 246,Lunes a domingo,S/D,Octubre,2021
F,El Renuevo - Parroquia,Olla y Merendero,Géminis 6370,Lunes a Viernes,18 hs.,Octubre,2021
F,Merendero y Comedor Nuevo Amanecer,Olla y Merendero,San Cono 3981 esq César Batlle Pacheco y Francisca Barroso,Lunes a viernes,10 y 13.30 hs,Octubre,2021
F,Juana de América,Olla y Merendero,Feliberto Hernández 3538,Sábado Y Domingo,Almuerzo y merienda,Octubre,2021
F,Olla Barrio 17 de Junio,Olla y Merendero,José Díaz solar 72 esquina Alfredo Zitarrosa,Martes a Viernes,Martes y Jueves olla. Miércoles y Viernes merienda.,Octubre,2021
F,Una nueva esperanza,Olla y Merendero,Pasaje interno entre Guzmán Papini y Santa Rosa,"miércoles,, jueves, Viernes y Sábados",19,Octubre,2021
F,Luisa Cuesta,Olla y Merendero,Oncativo 2918,sábados,13 y 9.30,Octubre,2021
F,"Olla ""Fogón Artiguista""",Olla,Ruta 8 km 20.800 al lado de Red Market,"Lunes, Miércoles y Viernes",17hs,Octubre,2021
F,Unión Ibirapitá,Merendero,Florencia 3784 y Aparicio Saravia,"L, Mi, y V",15 a 18:30hs,Octubre,2021
F,Washington pérez,Olla y Merendero,Washington pérez 5141 esq. José Belloni,"L, M y V",18,Octubre,2021
F,Villa Solidaria,Olla,Corrales y Varela,Jueves,20hs,Octubre,2021
F,Selva Garín,Olla y Merendero,Osvaldo rodriguez 4222 esq Belloni,L a D,"16 merendero, 19 olla",Octubre,2021
F,Vecinos unidos todos juntos,Olla y Merendero,Sixtina 4054,Lunes a Viernes,14hs,Octubre,2021
F,Olla Hungría (Manos solidarias),Olla y Merendero,Hungría 3729,Lunes a Viernes,S/D,Octubre,2021
F,La olla de Julio (merendero manuel),Olla y Merendero,Continuacion Caviglia Calle 1 solar 22 (se va por aparicio sarabia y luego se dobla en continuación caviglia),Lunes a viernes,17 a 19hs,Octubre,2021
F,La Poderosa,Olla y Merendero,Aparicio Saravia y Ricardo Aguilar,Sábados y Domingos,"a partir de las 10hs, sirven comida 13 hs. Merienda: miércoles y viernes.",Octubre,2021
F,Nuevo Capra,Olla y Merendero,Oficial 95 solar 113 esquina 18 de noviembre,Todos los días,13 hs,Octubre,2021
F,Olla Popular Manuel Pérez y Curi (Bella Italia),Olla y Merendero,Manuel pérez 6129 esq. Curis,Lunes a sábado,"A partir de 10:30 desayuno, merienda y cena sirven 18:30",Octubre,2021
F,Movimiento Codos a la Obra,Olla y Merendero,Servidumbre 7075 esq. Eridano e Hidra (antes de la terminal del 155),Lunes a sábado,"a partir de las 12hs, se sirve la comida a las 17hs",Octubre,2021
F,Espacio cultural Margarita Pedranzini,Canastas,Abrevadero ocho 3055 esq. el encuentro,S/D,S/D,Octubre,2021
F,Banco de alimentos,Canastas,Salon comunal pasaje del hornero 13 A esq. las violetas,S/D,S/D,Octubre,2021
F,Olla y merendero Marcando sonrisas,Olla y Merendero,Santos Dumont 3924 esq. Rafael (predio de Beraca),miércoles,16 y 19 hs,Octubre,2021
F,Chacarita Solidaria,Olla y Merendero,Chacarita de los Padres 3207 (casa rosada con garaje),"Merendero: L a V / Olla L, Mi y V",merendero: 16.30-17 hrs olla: 19.30-20.30 hrs,Octubre,2021
F,Merendero Nueva España,Olla y Merendero,"pasaje galicia 7037, barrio nueva españa",Lunes a Viernes,S/D,Octubre,2021
F,Olla Solidaria El Monarca,Olla y Merendero,"Ruta 8 km 21700 Asentamiento Monarca, Calle 2, Solar 76","Lunes, miércoles y Viernes","Merendero 15:30, Olla 18:30",Octubre,2021
F,Olla popular de UTC / sindicato de funsa,Olla,8 de Octubre casi Habana,Martes y viernes,19hs,Octubre,2021
F,"Olla Popular ""Don Márquez""",Olla y Merendero,Ruta 8 Km 21700 Cno.El Oriente solar 100,Sábados y Domingo,19hs,Octubre,2021
F,“Con Voz”,Canastas,Manuel Calleros 4763,sábados,S/D,Octubre,2021
F,Olla Popular “Lo de Richard”,Olla y Merendero,Julia arevalo 4611,Miércoles y sábado,18:30 hs.,Octubre,2021
F,Solidario Unido Seis Barrios,Olla y Merendero,Calle Rafael solar 43 esq Dunant - San bautista solar 7 esquina las piedras,"Martes, Jueves, Sábados y Domingos",Olla y Merendero 15:30 hs (entregan todo junto),Octubre,2021
F,"Olla y Merendero ""Santa María""",Olla y Merendero,Teniente Galeano 3683 Esquina Sistina,Lunes a Viernes,16:30 y 19hs,Octubre,2021
F,Olla Peña Piedras Blancas Barrio Carbonero,Olla,Bergamo 3730 esq. Belloni,S/D,"Miércoles 20hs, quieren abrir 2 veces por semana.",Octubre,2021
F,Manitos Unidas por los Niños,Olla y Merendero,Belloni 6690,Lunes a Domingo,18hs,Octubre,2021
F,Germinando,Merendero,Pasaje X solar 41 bis,todos los días,tarde,Octubre,2021
F,Mercadito Bella Italia,Olla,Carlomagno esq. Victor Manuel. Mercadito Bella Italia,Lunes a Viernes,8 a 13:30 entregan la comida,Octubre,2021
F,Merendero Asentamiento Santo Domingo Guzmán,Olla y Merendero,"Calle 1 esq. Caviglia (salon comunal), barrio 17 de junio","M, Mi y S olla, LaV merendero por la mañana y SyD merendero por la tarde","19 hs olla. Merendero: Lunes a viernes 8 a 9:30, sab y domingo 17 a 18:30 hs",Octubre,2021
F,Merendero y olla Tierra deseable,Olla y Merendero,Leandro Gomez 3324 esq. Ricardo Aguerre,miércoles y viernes y Sábado,10:00,Octubre,2021
F,Jogue,Merendero,Cno Toledo Chico 4931,Sábado,12.30hs,Octubre,2021
F,Merendero Santa Teresa,Merendero,Cno. Maldonado y ovidio fernández ríos. Pasaje B,Sábado y Domingo,17hs,Octubre,2021
F,Merendero Obra Social Cristiana Amanecer,Merendero,Ruta 8 km 16 Pasaje 1 8078 esq. angel zanelli,Sábado y Domingo,17hs,Octubre,2021
F,Vecinas de Asentamiento Santa Ma. Eugenia,Olla y Merendero,"Servando Gómez al final de la calle y Camino Carrasco, barrio Servando Gómez (Cno Carrasco y puente arroyo Carrasco al norte)",Lunes a viernes,9 a 15hs,Octubre,2021
F,Las cabañitas,Olla y Merendero,Cont. Clemente Frigerio casa 7 esquina Pantaleon Perez,LaV,18hs,Octubre,2021
F,Parque Guaraní - Brig José Artigas,Olla,Itapebi esquina Urutau,Lunes a sábados,16 a 20hs,Octubre,2021
F,Sopa de Amor ( Ejercito de Salvacion,Olla,Felix Laborde 2577 esq.8 de octubre,Martes y Viernes,19:00 a 21:00,Octubre,2021
F,Alimentando corazones,Olla y Merendero,Barsovia 2958 esq.Servidumbre y Cno. Delfín,Lunes a sábado,20:00 Hs,Octubre,2021
F,Olla Unión,Olla,Minnesota 2066,"L,M,V y D",20hs,Octubre,2021
F,C.E.M Agrupación,Olla,Aparicio Saravia 3005 entre caviglia y feliberto Hernández,jueves,9.30 a 13.30,Octubre,2021
F,Olla Casa Niños,Olla y Merendero,Pedro de Mendoza y Osvaldo Rodríguez 5845,Lunes a Sábado,10 y 19hs,Octubre,2021
F,La Hermosa,Olla y Merendero,Marin Duran 1081 y vía férrea y Unión,Lunes a domingo Merienda/ lunes miércoles sábados olla,S/D,Octubre,2021
F,Paso a paso,Olla y Merendero,Camino Maldonado Km 12.200,"Viernes, Sábado y Domingo",12 hs,Octubre,2021
F,Comedor y Merendero ProAmigos,Olla y Merendero,Av. de Aljaba 4060 bis (Portón Blanco),"Lunes Miércoles, Jueves y Sábado",16 y 19hs,Octubre,2021
F,Olla Geminis,Olla y Merendero,Geminis 6385 (es una planta clasificadora de residuos),L a S,S/D,Octubre,2021
F,La Familia,Olla y Merendero,Teniente Galeano 2647 Bis,Miércoles y Domingo,S/D,Octubre,2021
F,(Olla manga chico),Olla,Manganga 7888 esq. Monterroso,Domingos,18,Octubre,2021
F,Mirando al futuro 2,Olla y Merendero,"Domingo mora esq. Repetto,","Martes , jueves y domingo",18:30,Octubre,2021
F,El Mana (2),Merendero,Calle San jacinto solar 9 (Por Capitán Tula detrás de la escuela N°378),"Lunes miércoles y viernes, sábados",17-20,Octubre,2021
F,Olla Halcones (Creando Esperanza),Olla y Merendero,"Servidumbre entre Hidra y Fiberia, en una cancha de futbol. Enfrente a la direccion Servidumbre 7075. SBRE BO NUEVA ESPAÑA",Lunes miércoles y Sábado,10:00 a 13:00 /17:30 a 20:00,Octubre,2021
F,Olla la Casona,Olla y Merendero,Gregorio Rodríguez 3752 esquina general flores,"V, A y D",16 y 18hs,Octubre,2021
F,Olla El Renuevo,Olla y Merendero,Pantaleón pérez y Clemente Pligerio,Lunes y Jueves,14:00 a 19:00,Octubre,2021
F,Merendero Los Chiquititos,Merendero,Pasaje los ceibos solar 023,"Martes, jueves y sábados",17:00,Octubre,2021
F,Olla de fe,Olla y Merendero,Calle Jazmin casa 35,miércoles y viernes,15-19,Octubre,2021
F,Flor de Olla,Olla y Merendero,Camino maldonado 5099 esq roma.,Lunes a viernes,19,Octubre,2021
F,Generando Esperanza,Olla y Merendero,Servidumbre esq. Eridano,"Lunes , miércoles y sábados",10 y 19:30 hs,Octubre,2021
F,Canastas Don Marquez,Canastas,"Ruta 8 km 21700, calle camino el oriente solar 98 (barrio don marquez)","Lunes, miércoles, viernes de 14 a 16 hs",S/D,Octubre,2021
F,La que Toca,Olla,Torremolinos esquina Florencia,"Martes, miércoles Viernes y sábados",16 a 20hs,Octubre,2021
F,Acción solidaria,Olla,Luis brusco 4926 esq. cambay,Lunes y miércoles,19,Octubre,2021
F,La Olla del Tata,Olla y Merendero,Bergamo 3475 esq. Acrópolis,"Lunes miércoles, viernes y algunos domingos",17 y 19hs,Octubre,2021
F,Olla y merendero Nuevos Rumbos,Olla y Merendero,Lucero solar 57 esq.Tres Marias,Lunes a viernes,19 a 21 hs,Octubre,2021
F,Olla Galpones,Olla y Merendero,Bergamo 3481 esquina Acropoli,Domingo,19hs,Octubre,2021
F,Merendero de la Cruz,Merendero,Camino Juan Agazzi 2883,Miércoles y sábados,17 hs,Octubre,2021
F,Club Social y cultural Deportivo Uruguayo,Merendero,Pedro Cosio 3173 Esq. Virrey Elio,Lunes a Sabado,18:30 a 22:00,Octubre,2021
F,Olla Solidaria (de la Iglesia Cristo Vive),Olla,Ruta 8 km 19 parada Nº14,"Lunes, miercoles, viernes y sabado",17hs,Octubre,2021
F,Comedor Esperanza,Olla y Merendero,Don bosco 7751 esq. Toledo chico,"Miercoles, viernes y sabado",S/D,Octubre,2021
F,Mirando al futuro 3 (merendero yeny),Olla y Merendero,Domingo mora esq. angel zanelli ,Todos los dias ,17 y 20 hs,Octubre,2021
F,Mirando al futuro 4 (merendero Baloo),Olla y Merendero,Pasaje 1 7976 esq. Pedro Cantu,"martes, jueves y sabados ",16 y 17 hs,Octubre,2021
F,Beula,Olla,Aparicio Saravia 3021,Lunes y Viernes,19:30 / 20:00,Octubre,2021
F,Olla San Jorgue,Olla y Merendero,Pluton 3439 esq Leandro Gomez,"Lunes, martes, miercoles y jueves",19:00 hs,Octubre,2021
G,Club Brandi,Olla,Club Brandi Adolfo Rodríguez 6664 esq. Capitulares,"Lunes, jueves y sábado",17hs,Octubre,2021
G,La Quinta del Barrio,Merendero,Fernando Menck 5880,Viernes,17hs,Octubre,2021
G,Vecinos unidos,Olla y Merendero,Barrio 1 de Mayo. Calle entre Toledo y San Bautista,Lunes a Viernes,8 y 19hs,Octubre,2021
G,Expreso,Olla,Molinos de Raffo 539,"Lunes, miércoles y domingo",13 hs,Octubre,2021
G,Telba Juárez / Vecinos de La Tablada,Olla,"Lecocq 934 esq Millán
","Lunes, Miércoles y Viernes",13 hs,Octubre,2021
G,Jornada solidaria a cargo del Movimiento Barrial Solidario,Olla,Shakespeare 1639 esq. Camoens,"Lunes, Miércoles y Viernes",19:30 hs,Octubre,2021
G,Olla popular Yambo Kenia,Olla,"Centro Cultural Yambo Kenia, Batlle y Ordóñez esquina Araure.","miércoles, J y V",13 hs.,Octubre,2021
G,Tablado,Olla,"Av de las instrucciones 1435 Esq Silva, Teatro del Barrio",Lunes a Jueves,19:00 se entrega,Octubre,2021
G,Proyecto Tío Julio (moni),Olla y Merendero,Pasaje 121 nro. 1178 continuación Behring,Lunes a Domingo,17:30hs y 19hs,Octubre,2021
G,Chochi,Olla,Caminito Pedro Fuentes 1507 y Caminito pasaje B,"Viernes, sábado y domingo",19hs,Octubre,2021
G,Pedro (lorena),Olla,silva y Pasaje D,Todos los días,19hs,Octubre,2021
G,La Abuelita (Lourdes),Merendero,Jose Maria Silva Nª 29 Pasaje D costanera,Lunes a domingo,19hs,Octubre,2021
G,Club Yegros / Jóvenes G,Olla,Durán esq. Iris (Club Yegros),Domingos,17hs,Octubre,2021
G,Todos podemos - Pueblo Victoria,Olla y Merendero,Cayetano Rivas 3842 bis apto 15 esq. Del Cid,"Lunes a Sábado Olla,",16 y 19hs,Octubre,2021
G,Olla Abayubá – Grupo de Motoqueros,Olla y Merendero,VENUS 3661,LaD,13 hs,Octubre,2021
G,Olla La Santa,Olla,Av Las Instrucciones pasaje A solar 60 esq. Antillas,Lunes miércoles y sábados,20:00 a 23:00,Octubre,2021
G,Olla Unidad Misiones,Olla y Merendero,Aparicio Saravia Pasaje 307,"LaV Olla, Sy D Merendero",Merendero 17hs / Olla 19hs,Octubre,2021
G,La olla de Villa Colón,Olla,Av. Lezica 6375,Viernes,18.30hs,Octubre,2021
G,Creciendo de la mano contigo,Olla y Merendero,"Cno Melilla 8420 complejo verdisol calle 3 al fondo, salon 21","Lunes, miércoles y viernes",17hs,Octubre,2021
G,Olla y Merendero Gori,Olla y Merendero,Ruiseñor 9184 esq. el Churrinche,Martes y jueves,17hs,Octubre,2021
G,Nico,Olla y Merendero,edison equina tillaux 4138,Martes y Jueves. Sábado,19hs,Octubre,2021
G,Las Cañas,Merendero,Camino del apero 2060 esq. Pororo,Lunes a Viernes,16hs,Octubre,2021
G,Iniciativa Vecinal: Club Cohami,Merendero,Club cohami - Millan y Lecocq,lunes a viernes,S/D,Octubre,2021
G,Juntos Podemos - Conciliación,Olla y Merendero,Máximo santos 5607,"Lunes, Miércoles y Viernes",17 y 20 hs,Octubre,2021
G,Olla Parroquial Paso de las Duranas,Olla,Millan 4170 esq.Casaravilla,Costanera número 27 esq. Leal Ibarra,18:30 a 21:30,Octubre,2021
G,Vecinos Colón,Olla y Merendero,Rambla Costanera 1619 pasaje A esq. Albeniz,Lunes a sábado,10 a 13- 17 a 18,Octubre,2021
G,Impacto Nación,Olla y Merendero,Av. Islas Canarias 5623,Lunes a viernes,15 a 18 y 19-21,Octubre,2021
G,Olla y merendero Arevalo,Olla y Merendero,Cno. del Pretal 5924 esq.Bombensadre,lunes miércoles jueves,18:00,Octubre,2021
G,La Renga,Merendero,Camino La Renga 2308,Sábado y Domingo,17hs,Octubre,2021
G,La Luz Ibarburu,Olla y Merendero,Antonio Rubio 6013 esq. Cornelio Guerra,"Viernes, Sábado y Domingo",17 y 19hs,Octubre,2021
G,Merendero San Josè,Merendero,Jose de vera Perdomo 1164 entre islas canarias y juan bautista saa,sábados,16-18,Octubre,2021
G,Club Beco,Olla y Merendero,Albéniz y Nueva Era,Lunes a Sábado,18 y 20hs,Octubre,2021
G,Brigada Mic,Olla y Merendero,Molino de Raffo 776 esq. Millán,"L, Mi y V y S",20,Octubre,2021
G,Maria Emilia Islas,Olla y Merendero,Cornelio Guerra 1708 esq. Domingo Basso,Lunes Miércoles y Viernes,13,Octubre,2021
G,La Carbonera - Todos Por la Misma Causa,Olla,Calle B 6044 bis entre senda 4 y 5,Lunes Miércoles y Viernes,S/D,Octubre,2021
G,Club sayago,Merendero,Ariel y La via,sábados y Domingos,17,Octubre,2021
G,La polaqueña,Olla,"Basagoity 4508 esq. Molina
",sábados,18:30hs,Octubre,2021
G,Olla y Merndero MIC,Olla y merendero,Jose Maria Silva 4114,"Lunes, miercoles (olla) y sabado (mer)","19:30 L y mier, 15:30 sab",Octubre,2021
G,No te rindas,olla,Pedro de Valdivia 5400,miercoles y sabado,12hs,Octubre,2021
G,Planta Duran,Olla,Duran 4900,Jueves y Viernes,14hs,Octubre,2021
G,Merendero plan juntos,Merendero,Viviendas plan juntos b22 calle A paralela a luis batlle berres,sabados y domingos,17 a 18.30,Octubre,2021
G,Sole,Merendero,Cayetano Moreti 3956 esq Pedro Fuentes,Lunes a Viernes,17:30,Octubre,2021
S/D,Los vecinos 2,Olla y Merendero,Calle A vivivenda 322,Lunes a viernes,17 merendero y 19 olla,Octubre,2021
A,Olla y Merendero Tres Ombúes Zonal 14,Olla y Merendero,Pedro Giralt 5037 entre Alagoas y Groenlandia,Lunes (olla) y Jueves (merendero),19hs olla y 18:30hs merendero,Noviembre,2021
A,Copa de Leche Barcelona,Olla y Merendero,Barcelona 1943 esq Vizcaya,"Martes , jueves y domingo 1630 hs",16:30,Noviembre,2021
A,Asociación Civil Nuestros Sueños,Merendero,Romeo Gavioli esquina Dolores Candales ,Lunes  y Jueves,18 hs.,Noviembre,2021
A,El rancho,Olla,Heredia 4065 esq Martín Berinduague,martes y Viernes,12 a 14hs,Noviembre,2021
A,Merendero Somos la Luz. Apoya: Rotary Paso de la Arena,Merendero,calle 3 entre Primera al norte y calle Maracaná,Sábado y domingo,S/D,Noviembre,2021
A,OLLA VECINOS EX CASTRO,Olla y Merendero,Inclusa 1070 esquina Concordia,"Lunes, miercoles y viernes (merendero) / Jueves y Sábados (olla)",19 hs (olla) / 17:00 a 18:30 (mereendero),Noviembre,2021
A,Olla y merendero El Tapir,Olla y Merendero,Camino de los orientales 2844,Lunes a Domingo,Olla: Lunes a Viernes. Merendero: Lunes a Domingo,Noviembre,2021
A,Olla casa del Abrazo  (Barrio Juventud 14),Olla y Merendero,Francisco javier siti esq pasaje B solar 67,Miercoles y domingos,17hs,Noviembre,2021
A,Olla y merendero feliz (Olla Ositos - Corazoncitos),Olla y Merendero,Pasaje El Ombú 018. esquina la via,Todos los días,11:00 a 15hs,Noviembre,2021
A,Merendero el Milagro,Olla y Merendero,Pasaje el tanque entre Holanda y Viacaba (calle de Vaz Ferreira) En la fortaleza,"L, M,Mi, J y V","L, Mi y V merienda 18, M y J cena 20.",Noviembre,2021
A,La Jade el comunal,Olla y Merendero,"Erlinda gutierrez numero de puerta 71, entre Rubén Paleo y 9 de abril.",Martes Jueves y sábados,De 19:30 a 20:30 Hs.,Noviembre,2021
A,Los Nietos (ex Las aguero),Olla y Merendero,barrio p. sayago calle este 3550 esq sur,"Lunes, miercoles y viernes (olla) / Martes, jueves, y sabado (merendero)",16 y 18hs,Noviembre,2021
A,Huracán de Paso de la Arena,Olla y Merendero,Luis Batlle Berres 6567,Sábado y domingo merendero. lunes miercoles y viernes olla,"13.30 hs merendero, 17hs olla",Noviembre,2021
A,Olla Illesca,Olla y Merendero,illescas 5280 al fondo entre Yugoslavia y Turubi,martes y jueves,17hs,Noviembre,2021
A,Aceiteros - Olla Popular Turubí,Olla y Merendero,Picaflor 6294 esquina Colibrí y confederada,"Lunes, miércoles y viernes",S/D,Noviembre,2021
A,Comisión fomento Los Bulevares,Olla y Merendero,Ideario Artiguista 1947 y Liga Federal,Lunes a Viernes,"Merendero, lunes a viernes 16.30hs. Olla miércoles, viernes 16.30hs y sábados
13.00hs",Noviembre,2021
A,Brigada Crece desde el Pie,Olla y Merendero,Manuel Arostegui 5874 esq Romeo Gavioli,Viernes y Miercoles,"18,3",Noviembre,2021
A,Olla y Merendero Las Torres,Olla y Merendero,Cibils 5914,"L Mie, V y Sab",19,Noviembre,2021
A,Olla Maracaná Sur,Olla y Merendero,Manuel Oribe 017 bis esq Congreso de Avalos frente a Ruta 1 Nueva,L a V Olla merienda S ,20hs,Noviembre,2021
A,Emprendimientos Ciudadanos,Olla y Merendero,Gambia 3012 esq. La vía,M y J,19,Noviembre,2021
A,Hoy por ti mañana por mi,Olla y Merendero,Pasaje tala 2478 esq. costa de marfil y liberia,"L, mier, V ","Olla 13:00, merienda 18",Noviembre,2021
A,Merendero Nuestros Sueños/ Sarandí,Olla y Merendero,Gral Hornos 5904 esquina Córdoba,Todos los días,"Lunes a viernes merendero 17:30, sábado y domingo olla 19:30",Noviembre,2021
